g1_z,IZ,ZI,ZZ,round,operator,mean,std
1e-05,1e-05,1e-05,1e-05,1,Logical X,0.994133333333,0.00208919864011
1e-05,1e-05,1e-05,1e-05,1,Logical Y,0.0169111111111,0.0131673383601
1e-05,1e-05,1e-05,1e-05,1,Logical Z,0.0152222222222,0.0119000735158
1e-05,1e-05,1e-05,1e-05,1,X0 X1,0.994444444444,0.00193640923237
1e-05,1e-05,1e-05,1e-05,1,X1 Z2 Y3 Y4 Z5 X7,0.983155555556,0.00280083913717
1e-05,1e-05,1e-05,1e-05,1,X10 Z13 Y14 Y17 Z18 X22,0.983266666667,0.00270291456144
1e-05,1e-05,1e-05,1e-05,1,X11 Z14 Y15 Y18 Z19 X23,0.983422222222,0.0038862497887
1e-05,1e-05,1e-05,1e-05,1,X12 X16,0.994133333333,0.00164607975021
1e-05,1e-05,1e-05,1e-05,1,X13 X17,0.994777777778,0.00222203064308
1e-05,1e-05,1e-05,1e-05,1,X14 X18,0.994488888889,0.00204121016869
1e-05,1e-05,1e-05,1e-05,1,X15 X19,0.994,0.00232922462556
1e-05,1e-05,1e-05,1e-05,1,X16 Z20 Y21 Y25 Z26 X31,0.982733333333,0.00329099549392
1e-05,1e-05,1e-05,1e-05,1,X17 Z21 Y22 Y26 Z27 X32,0.983733333333,0.00371225577134
1e-05,1e-05,1e-05,1e-05,1,X18 Z22 Y23 Y27 Z28 X33,0.983622222222,0.00331573900656
1e-05,1e-05,1e-05,1e-05,1,X19 Z23 Y24 Y28 Z29 X34,0.983622222222,0.00332035788743
1e-05,1e-05,1e-05,1e-05,1,X2 X4,0.994133333333,0.00230541591231
1e-05,1e-05,1e-05,1e-05,1,X20 X25,0.994377777778,0.00131811235439
1e-05,1e-05,1e-05,1e-05,1,X21 X26,0.994022222222,0.00228594461529
1e-05,1e-05,1e-05,1e-05,1,X22 X27,0.993488888889,0.00161110450521
1e-05,1e-05,1e-05,1e-05,1,X23 X28,0.994266666667,0.00206855679232
1e-05,1e-05,1e-05,1e-05,1,X24 X29,0.9944,0.00188236421002
1e-05,1e-05,1e-05,1e-05,1,X25 Z30 Y31 Y36 Z37 X43,0.984,0.00332642963245
1e-05,1e-05,1e-05,1e-05,1,X26 Z31 Y32 Y37 Z38 X44,0.982355555556,0.00379446393806
1e-05,1e-05,1e-05,1e-05,1,X27 Z32 Y33 Y38 Z39 X45,0.982844444444,0.00297593584023
1e-05,1e-05,1e-05,1e-05,1,X28 Z33 Y34 Y39 Z40 X46,0.983244444444,0.00326473474814
1e-05,1e-05,1e-05,1e-05,1,X29 Z34 Y35 Y40 Z41 X47,0.984244444444,0.00324472260394
