g1_z,IZ,ZI,ZZ,round,operator,mean,std
1e-05,1e-05,1e-05,1e-05,1,Logical X,0.999955555556,0.00024343224778
1e-05,1e-05,1e-05,1e-05,1,Logical Y,0.0167333333333,0.0117722317601
1e-05,1e-05,1e-05,1e-05,1,Logical Z,0.0163777777778,0.014409110925
1e-05,1e-05,1e-05,1e-05,1,X0 X1,0.999777777778,0.000404318956575
1e-05,1e-05,1e-05,1e-05,1,X1 Z2 Y3 Y4 Z5 X7,0.999555555556,0.000562788169409
1e-05,1e-05,1e-05,1e-05,1,X10 Z12 Y13 Y14 Z15 X16,0.999555555556,0.000440596368168
1e-05,1e-05,1e-05,1e-05,1,X12 X14,0.999888888889,0.00025269934786
1e-05,1e-05,1e-05,1e-05,1,X13 X15,0.999711111111,0.00045260703595
1e-05,1e-05,1e-05,1e-05,1,X15 Z16 Y17,0.999977777778,0.00012171612389
1e-05,1e-05,1e-05,1e-05,1,X16 X17,0.999888888889,0.000307422024918
1e-05,1e-05,1e-05,1e-05,1,X2 X4,0.999533333333,0.00052958452594
1e-05,1e-05,1e-05,1e-05,1,X3 X5,0.9998,0.000397308955512
1e-05,1e-05,1e-05,1e-05,1,X4 Z6 Y7 Y9 Z10 X12,0.999844444444,0.000286788711435
1e-05,1e-05,1e-05,1e-05,1,X5 Z7 Y8 Y10 Z11 X13,0.999622222222,0.000485288027863
1e-05,1e-05,1e-05,1e-05,1,X6 X9,0.999822222222,0.000426455886633
1e-05,1e-05,1e-05,1e-05,1,X7 X10,0.9998,0.000356655387081
1e-05,1e-05,1e-05,1e-05,1,X8 X11,0.999688888889,0.000517386101508
1e-05,1e-05,1e-05,1e-05,1,X9 Y12 Z14,0.999844444444,0.000336004621996
1e-05,1e-05,1e-05,1e-05,1,Y0 Z1 X2,0.999577777778,0.000478930268189
1e-05,1e-05,1e-05,1e-05,1,Z3 Y5 X8,0.999822222222,0.000299850963406
1e-05,1e-05,1e-05,1e-05,5,Logical X,0.999755555556,0.00044578342364
1e-05,1e-05,1e-05,1e-05,5,Logical Y,0.0201555555556,0.0122310869977
1e-05,1e-05,1e-05,1e-05,5,Logical Z,0.0153555555556,0.0106817183076
1e-05,1e-05,1e-05,1e-05,5,X0 X1,0.999822222222,0.000347220306508
1e-05,1e-05,1e-05,1e-05,5,X1 Z2 Y3 Y4 Z5 X7,0.999733333333,0.000375494565317
