g1_z,IZ,ZI,ZZ,round,operator,mean,std
1e-05,1e-05,1e-05,1e-05,1,Logical X,0.994377777778,0.00203933227246
1e-05,1e-05,1e-05,1e-05,1,Logical Y,0.0146888888889,0.0109060541847
1e-05,1e-05,1e-05,1e-05,1,Logical Z,0.0223111111111,0.0130636324572
1e-05,1e-05,1e-05,1e-05,1,X0 X1,0.994133333333,0.00234496280881
1e-05,1e-05,1e-05,1e-05,1,X1 Z2 Y3 Y4 Z5 X7,0.982777777778,0.00353670770701
1e-05,1e-05,1e-05,1e-05,1,X10 Z12 Y13 Y14 Z15 X16,0.983933333333,0.00317726598778
1e-05,1e-05,1e-05,1e-05,1,X12 X14,0.994444444444,0.00181381107072
1e-05,1e-05,1e-05,1e-05,1,X13 X15,0.994066666667,0.00201412635672
1e-05,1e-05,1e-05,1e-05,1,X15 Z16 Y17,0.989355555556,0.00280930764617
1e-05,1e-05,1e-05,1e-05,1,X16 X17,0.994488888889,0.00186874542162
1e-05,1e-05,1e-05,1e-05,1,X2 X4,0.994044444444,0.00178485182603
1e-05,1e-05,1e-05,1e-05,1,X3 X5,0.994044444444,0.00197247988172
1e-05,1e-05,1e-05,1e-05,1,X4 Z6 Y7 Y9 Z10 X12,0.984466666667,0.00262700388757
1e-05,1e-05,1e-05,1e-05,1,X5 Z7 Y8 Y10 Z11 X13,0.983822222222,0.00275671709544
1e-05,1e-05,1e-05,1e-05,1,X6 X9,0.994844444444,0.00207841181139
1e-05,1e-05,1e-05,1e-05,1,X7 X10,0.994022222222,0.00169274614974
1e-05,1e-05,1e-05,1e-05,1,X8 X11,0.994377777778,0.00168548760146
1e-05,1e-05,1e-05,1e-05,1,X9 Y12 Z14,0.989733333333,0.002454802159
1e-05,1e-05,1e-05,1e-05,1,Y0 Z1 X2,0.989088888889,0.00274306276977
1e-05,1e-05,1e-05,1e-05,1,Z3 Y5 X8,0.989177777778,0.00291742464152
1e-05,1e-05,1e-05,1e-05,5,Logical X,0.994066666667,0.00177983597333
1e-05,1e-05,1e-05,1e-05,5,Logical Y,0.0116,0.0101007947034
1e-05,1e-05,1e-05,1e-05,5,Logical Z,0.0155333333333,0.0120027455352
1e-05,1e-05,1e-05,1e-05,5,X0 X1,0.994466666667,0.00193495770049
1e-05,1e-05,1e-05,1e-05,5,X1 Z2 Y3 Y4 Z5 X7,0.984022222222,0.00380555485639
1e-05,1e-05,1e-05,1e-05,5,X10 Z12 Y13 Y14 Z15 X16,0.9838,0.00296673769772
1e-05,1e-05,1e-05,1e-05,5,X12 X14,0.994755555556,0.00195531172287
1e-05,1e-05,1e-05,1e-05,5,X13 X15,0.993666666667,0.00173977582561
1e-05,1e-05,1e-05,1e-05,5,X15 Z16 Y17,0.99,0.00263195802876
1e-05,1e-05,1e-05,1e-05,5,X16 X17,0.994355555556,0.00224023352185
1e-05,1e-05,1e-05,1e-05,5,X2 X4,0.994022222222,0.00228594461529
1e-05,1e-05,1e-05,1e-05,5,X3 X5,0.994577777778,0.00200942860549
1e-05,1e-05,1e-05,1e-05,5,X4 Z6 Y7 Y9 Z10 X12,0.983844444444,0.00279399099785
1e-05,1e-05,1e-05,1e-05,5,X5 Z7 Y8 Y10 Z11 X13,0.984177777778,0.00282806587216
1e-05,1e-05,1e-05,1e-05,5,X6 X9,0.994311111111,0.00189156897987
1e-05,1e-05,1e-05,1e-05,5,X7 X10,0.994533333333,0.00211109094566
1e-05,1e-05,1e-05,1e-05,5,X8 X11,0.9938,0.00220865590791
1e-05,1e-05,1e-05,1e-05,5,X9 Y12 Z14,0.989466666667,0.00292642865526
1e-05,1e-05,1e-05,1e-05,5,Y0 Z1 X2,0.989288888889,0.00256670896119
1e-05,1e-05,1e-05,1e-05,5,Z3 Y5 X8,0.988955555556,0.00281039849826
1e-05,1e-05,1e-05,1e-05,10,Logical X,0.994333333333,0.00183411686496
1e-05,1e-05,1e-05,1e-05,10,Logical Y,0.0154666666667,0.0116071057639
1e-05,1e-05,1e-05,1e-05,10,Logical Z,0.0133333333333,0.00885472361332
1e-05,1e-05,1e-05,1e-05,10,X0 X1,0.993955555556,0.00186052629915
1e-05,1e-05,1e-05,1e-05,10,X1 Z2 Y3 Y4 Z5 X7,0.983422222222,0.00309607752501
1e-05,1e-05,1e-05,1e-05,10,X10 Z12 Y13 Y14 Z15 X16,0.9834,0.00295742458116
1e-05,1e-05,1e-05,1e-05,10,X12 X14,0.994044444444,0.00186052629915
1e-05,1e-05,1e-05,1e-05,10,X13 X15,0.994422222222,0.00178098369937
1e-05,1e-05,1e-05,1e-05,10,X15 Z16 Y17,0.989133333333,0.00254401860279
1e-05,1e-05,1e-05,1e-05,10,X16 X17,0.994222222222,0.00207398284784
1e-05,1e-05,1e-05,1e-05,10,X2 X4,0.994577777778,0.00192370438727
1e-05,1e-05,1e-05,1e-05,10,X3 X5,0.994644444444,0.00165613530953
1e-05,1e-05,1e-05,1e-05,10,X4 Z6 Y7 Y9 Z10 X12,0.983977777778,0.00352107321385
1e-05,1e-05,1e-05,1e-05,10,X5 Z7 Y8 Y10 Z11 X13,0.983755555556,0.00250353517611
1e-05,1e-05,1e-05,1e-05,10,X6 X9,0.9938,0.00240784159558
1e-05,1e-05,1e-05,1e-05,10,X7 X10,0.994422222222,0.00179811168157
1e-05,1e-05,1e-05,1e-05,10,X8 X11,0.993777777778,0.00206658014897
1e-05,1e-05,1e-05,1e-05,10,X9 Y12 Z14,0.989088888889,0.00227249644712
1e-05,1e-05,1e-05,1e-05,10,Y0 Z1 X2,0.989666666667,0.00267097353354
1e-05,1e-05,1e-05,1e-05,10,Z3 Y5 X8,0.989044444444,0.00259491594492
