g1_z,IZ,ZI,ZZ,round,operator,mean,std
1e-05,1e-05,1e-05,1e-05,1,Logical X,0.999511111111,0.000819930533144
1e-05,1e-05,1e-05,1e-05,1,Logical Y,0.0156444444444,0.0117466660578
1e-05,1e-05,1e-05,1e-05,1,Logical Z,0.0172888888889,0.0109277436417
1e-05,1e-05,1e-05,1e-05,1,X0 X1,0.9998,0.000434172485455
1e-05,1e-05,1e-05,1e-05,1,X1 Z2 Y3 Y4 Z5 X7,0.999466666667,0.000564600696387
1e-05,1e-05,1e-05,1e-05,1,X10 Z13 Y14 Y17 Z18 X22,0.999488888889,0.000756749113607
1e-05,1e-05,1e-05,1e-05,1,X11 Z14 Y15 Y18 Z19 X23,0.999177777778,0.00085201286723
1e-05,1e-05,1e-05,1e-05,1,X12 X16,0.999755555556,0.000478930268189
1e-05,1e-05,1e-05,1e-05,1,X13 X17,0.999644444444,0.000517386101508
1e-05,1e-05,1e-05,1e-05,1,X14 X18,0.999733333333,0.000645645597482
1e-05,1e-05,1e-05,1e-05,1,X15 X19,0.9998,0.000499808392405
1e-05,1e-05,1e-05,1e-05,1,X16 Z20 Y21 Y25 Z26 X30,0.999577777778,0.000478930268189
1e-05,1e-05,1e-05,1e-05,1,X17 Z21 Y22 Y26 Z27 X31,0.9994,0.000505903841968
1e-05,1e-05,1e-05,1e-05,1,X18 Z22 Y23 Y27 Z28 X32,0.999644444444,0.000454296924974
1e-05,1e-05,1e-05,1e-05,1,X19 Z23 Y24 Y28 Z29 X33,0.999133333333,0.000745869853983
1e-05,1e-05,1e-05,1e-05,1,X2 X4,0.999577777778,0.000478930268189
1e-05,1e-05,1e-05,1e-05,1,X20 X25,0.999466666667,0.000687044868506
1e-05,1e-05,1e-05,1e-05,1,X21 X26,0.999622222222,0.000378880518104
1e-05,1e-05,1e-05,1e-05,1,X22 X27,0.9998,0.000434172485455
1e-05,1e-05,1e-05,1e-05,1,X23 X28,0.999622222222,0.000417374877053
1e-05,1e-05,1e-05,1e-05,1,X24 X29,0.999644444444,0.000573577422869
1e-05,1e-05,1e-05,1e-05,1,X25 Y30 Z34,0.999866666667,0.000271225401448
1e-05,1e-05,1e-05,1e-05,1,X26 Z30 Y31 Y34 Z35 X38,0.999666666667,0.000546672273591
1e-05,1e-05,1e-05,1e-05,1,X27 Z31 Y32 Y35 Z36 X39,0.999555555556,0.000364448182394
1e-05,1e-05,1e-05,1e-05,1,X28 Z32 Y33 Y36 Z37 X40,0.999488888889,0.000647620657456
1e-05,1e-05,1e-05,1e-05,1,X3 X5,0.999733333333,0.000375494565317
1e-05,1e-05,1e-05,1e-05,1,X30 X34,0.999866666667,0.000322822798741
1e-05,1e-05,1e-05,1e-05,1,X31 X35,0.999688888889,0.00048686449556
1e-05,1e-05,1e-05,1e-05,1,X32 X36,0.9998,0.000356655387081
1e-05,1e-05,1e-05,1e-05,1,X33 X37,0.999733333333,0.000414303644177
1e-05,1e-05,1e-05,1e-05,1,X35 Z38 Y39 Y41 Z42 X44,0.999622222222,0.000623507157111
1e-05,1e-05,1e-05,1e-05,1,X36 Z39 Y40 Y42 Z43 X45,0.999444444444,0.00043181283491
1e-05,1e-05,1e-05,1e-05,1,X37 Z40 Y43,0.999822222222,0.000347220306508
1e-05,1e-05,1e-05,1e-05,1,X38 X41,0.9998,0.000310727733133
1e-05,1e-05,1e-05,1e-05,1,X39 X42,0.999822222222,0.000347220306508
1e-05,1e-05,1e-05,1e-05,1,X4 Z6 Y7 Y9 Z10 X13,0.999355555556,0.00068890124819
1e-05,1e-05,1e-05,1e-05,1,X40 X43,0.999777777778,0.000440596368168
1e-05,1e-05,1e-05,1e-05,1,X41 Y44 Z46,0.999888888889,0.00025269934786
1e-05,1e-05,1e-05,1e-05,1,X42 Z44 Y45 Y46 Z47 X48,0.9996,0.000414303644177
1e-05,1e-05,1e-05,1e-05,1,X44 X46,0.999866666667,0.000271225401448
1e-05,1e-05,1e-05,1e-05,1,X45 X47,0.999755555556,0.000326755011902
1e-05,1e-05,1e-05,1e-05,1,X47 Z48 Y49,1,0
1e-05,1e-05,1e-05,1e-05,1,X48 X49,0.999844444444,0.000286788711435
1e-05,1e-05,1e-05,1e-05,1,X5 Z7 Y8 Y10 Z11 X14,0.999288888889,0.000676555017873
1e-05,1e-05,1e-05,1e-05,1,X6 X9,0.999866666667,0.000322822798741
1e-05,1e-05,1e-05,1e-05,1,X7 X10,0.999688888889,0.000419206816553
1e-05,1e-05,1e-05,1e-05,1,X8 X11,0.999577777778,0.000509926997505
1e-05,1e-05,1e-05,1e-05,1,X9 Z12 Y13 Y16 Z17 X21,0.999511111111,0.000523276835177
1e-05,1e-05,1e-05,1e-05,1,Y0 Z1 X2,0.999644444444,0.000380897642482
1e-05,1e-05,1e-05,1e-05,1,Y6 Z9 X12,0.999777777778,0.00031964220099
